snr,accuracy
-20,0.24545454545454545
-18,0.3004545454545455
-16,0.3236363636363636
-14,0.32636363636363636
-12,0.34454545454545454
-10,0.35454545454545455
-8,0.3886363636363636
-6,0.4640909090909091
-4,0.5872727272727273
-2,0.7327272727272728
0,0.815
2,0.8418181818181818
4,0.8459090909090909
6,0.85
8,0.8440909090909091
10,0.8531818181818182
12,0.8531818181818182
14,0.8613636363636363
16,0.8527272727272728
18,0.8490909090909091
