epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.20776666700839996,0.0005000000237487257,2.864807605743408,0.21539999544620514,2.272913694381714
1,0.2660333216190338,0.0005000000237487257,2.2146100997924805,0.2804499864578247,2.1723787784576416
2,0.34636667370796204,0.0005000000237487257,1.964468002319336,0.3873499929904938,1.863188624382019
3,0.4108000099658966,0.0005000000237487257,1.7696418762207031,0.4259999990463257,1.7107230424880981
4,0.4303666651248932,0.0005000000237487257,1.657842755317688,0.45969998836517334,1.5853804349899292
5,0.44874998927116394,0.0005000000237487257,1.5754936933517456,0.45684999227523804,1.5403525829315186
6,0.4702666699886322,0.0005000000237487257,1.504029393196106,0.4749000072479248,1.4674543142318726
7,0.49113333225250244,0.0005000000237487257,1.443022608757019,0.46985000371932983,1.4348375797271729
8,0.5091833472251892,0.0005000000237487257,1.3900604248046875,0.5072500109672546,1.357772707939148
9,0.5172833204269409,0.0005000000237487257,1.3440723419189453,0.5096499919891357,1.3355555534362793
10,0.5277500152587891,0.0005000000237487257,1.310434103012085,0.5250999927520752,1.284070372581482
11,0.534600019454956,0.0005000000237487257,1.2816879749298096,0.5299999713897705,1.2639591693878174
12,0.5399333238601685,0.0005000000237487257,1.2606523036956787,0.5375000238418579,1.2418620586395264
13,0.541533350944519,0.0005000000237487257,1.2438228130340576,0.5450000166893005,1.227649450302124
14,0.5459666848182678,0.0005000000237487257,1.2286258935928345,0.5478000044822693,1.2156426906585693
15,0.5461833477020264,0.0005000000237487257,1.216254472732544,0.5475000143051147,1.2067023515701294
16,0.5499500036239624,0.0005000000237487257,1.205414056777954,0.5553500056266785,1.1946781873703003
17,0.5550500154495239,0.0005000000237487257,1.1934819221496582,0.5560500025749207,1.1840276718139648
18,0.5600166916847229,0.0005000000237487257,1.1838765144348145,0.5536999702453613,1.1760143041610718
19,0.5618333220481873,0.0005000000237487257,1.1747416257858276,0.5535500049591064,1.1705584526062012
20,0.5652333498001099,0.0005000000237487257,1.1667639017105103,0.5571500062942505,1.1668803691864014
21,0.5700500011444092,0.0005000000237487257,1.1593258380889893,0.5602999925613403,1.1666359901428223
22,0.576366662979126,0.0005000000237487257,1.1520634889602661,0.5694000124931335,1.154941201210022
23,0.5778166651725769,0.0005000000237487257,1.1442204713821411,0.5670499801635742,1.15121591091156
24,0.5799000263214111,0.0005000000237487257,1.1402453184127808,0.5701500177383423,1.14576256275177
25,0.5893833041191101,0.0005000000237487257,1.1282265186309814,0.5681999921798706,1.144222617149353
26,0.5921000242233276,0.0005000000237487257,1.1212389469146729,0.5715500116348267,1.14031183719635
27,0.6011666655540466,0.0005000000237487257,1.1118305921554565,0.577750027179718,1.1279224157333374
28,0.6048166751861572,0.0005000000237487257,1.1025776863098145,0.5824499726295471,1.1238679885864258
29,0.6094499826431274,0.0005000000237487257,1.0973752737045288,0.5691999793052673,1.1445444822311401
30,0.6067166924476624,0.0005000000237487257,1.1019375324249268,0.5817000269889832,1.1221014261245728
31,0.6110666394233704,0.0005000000237487257,1.095326542854309,0.5802000164985657,1.1278431415557861
32,0.6191499829292297,0.0005000000237487257,1.087566614151001,0.5828499794006348,1.1126304864883423
33,0.6248499751091003,0.0005000000237487257,1.0763976573944092,0.5946999788284302,1.1134819984436035
34,0.6294166445732117,0.0005000000237487257,1.0712116956710815,0.5917999744415283,1.1091049909591675
35,0.6301833391189575,0.0005000000237487257,1.0693546533584595,0.5929499864578247,1.1008576154708862
36,0.6359999775886536,0.0005000000237487257,1.0602233409881592,0.5958499908447266,1.1055076122283936
37,0.6379166841506958,0.0005000000237487257,1.0564719438552856,0.5936999917030334,1.1020857095718384
38,0.6422500014305115,0.0005000000237487257,1.0500571727752686,0.5970500111579895,1.0997062921524048
39,0.6435333490371704,0.0005000000237487257,1.0527747869491577,0.6017500162124634,1.1036276817321777
40,0.6490833163261414,0.0005000000237487257,1.0465179681777954,0.6000000238418579,1.1037524938583374
41,0.6525999903678894,0.0005000000237487257,1.039565086364746,0.5991500020027161,1.1047594547271729
42,0.6545833349227905,0.0005000000237487257,1.042178988456726,0.5999500155448914,1.108452558517456
43,0.6545500159263611,0.0005000000237487257,1.0427823066711426,0.598550021648407,1.107894778251648
44,0.6583999991416931,0.0005000000237487257,1.037649154663086,0.5947499871253967,1.1220673322677612
45,0.666266679763794,0.0002500000118743628,1.0220787525177002,0.606249988079071,1.0961343050003052
46,0.6727666854858398,0.0002500000118743628,1.0149178504943848,0.6047499775886536,1.1006828546524048
47,0.6751499772071838,0.0002500000118743628,1.0097464323043823,0.6039999723434448,1.092377781867981
48,0.6784999966621399,0.0002500000118743628,1.0054829120635986,0.6042500138282776,1.0963917970657349
49,0.6827999949455261,0.0002500000118743628,0.9996689558029175,0.6075999736785889,1.0982356071472168
50,0.6831666827201843,0.0002500000118743628,0.999040424823761,0.6061999797821045,1.098939299583435
51,0.6862333416938782,0.0002500000118743628,0.9945707321166992,0.6029499769210815,1.1090689897537231
52,0.687749981880188,0.0002500000118743628,0.9933533072471619,0.6034500002861023,1.110232949256897
53,0.6900500059127808,0.0002500000118743628,0.9884414672851562,0.6060500144958496,1.105378270149231
54,0.6896499991416931,0.0002500000118743628,0.9881477355957031,0.6080499887466431,1.1074944734573364
55,0.6948333382606506,0.0002500000118743628,0.985467791557312,0.6015999913215637,1.1193541288375854
56,0.6957166790962219,0.0002500000118743628,0.9818593263626099,0.6033999919891357,1.118626356124878
57,0.6978166699409485,0.0002500000118743628,0.9785937666893005,0.6041499972343445,1.1189253330230713
58,0.7010499835014343,0.0002500000118743628,0.9773085713386536,0.6033999919891357,1.119605302810669
59,0.701366662979126,0.0002500000118743628,0.9775453805923462,0.6052500009536743,1.128048300743103
60,0.7050166726112366,0.0001250000059371814,0.9712976813316345,0.6051499843597412,1.118685245513916
61,0.7085166573524475,0.0001250000059371814,0.9657713174819946,0.6039999723434448,1.119127869606018
62,0.710016667842865,0.0001250000059371814,0.9641683101654053,0.6035000085830688,1.1214536428451538
63,0.7112166881561279,0.0001250000059371814,0.9605349898338318,0.6039999723434448,1.12449312210083
64,0.7142666578292847,0.0001250000059371814,0.9571554064750671,0.6015499830245972,1.1279473304748535
