6.135000000000000453e-01,6.250000000000000347e-03,1.044999999999999957e-01,2.350000000000000006e-02,2.425000000000000072e-02,1.474999999999999922e-02,6.400000000000000133e-02,5.399999999999999939e-02,2.375000000000000028e-02,6.900000000000000577e-02,2.500000000000000052e-03
0.000000000000000000e+00,8.462499999999999467e-01,1.924999999999999975e-02,1.000000000000000021e-03,2.500000000000000052e-04,3.249999999999999851e-03,1.250000000000000026e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.287500000000000033e-01
5.749999999999999903e-03,1.750000000000000036e-03,9.777500000000000080e-01,1.250000000000000026e-03,2.500000000000000052e-04,1.250000000000000026e-03,5.499999999999999681e-03,1.750000000000000036e-03,1.500000000000000031e-03,1.750000000000000036e-03,1.500000000000000031e-03
2.324999999999999983e-02,6.749999999999999924e-03,6.525000000000000244e-02,6.737499999999999600e-01,4.700000000000000011e-02,5.449999999999999983e-02,7.850000000000000033e-02,8.999999999999999320e-03,9.249999999999999542e-03,2.299999999999999961e-02,9.749999999999999986e-03
3.975000000000000061e-02,5.000000000000000104e-03,5.274999999999999828e-02,7.374999999999999611e-02,6.474999999999999645e-01,8.150000000000000300e-02,3.275000000000000133e-02,1.899999999999999953e-02,8.250000000000000389e-03,2.875000000000000125e-02,1.099999999999999936e-02
2.224999999999999895e-02,1.600000000000000033e-02,4.725000000000000033e-02,6.550000000000000266e-02,5.324999999999999872e-02,7.042500000000000426e-01,2.724999999999999992e-02,6.000000000000000125e-03,7.000000000000000146e-03,1.725000000000000144e-02,3.400000000000000244e-02
4.324999999999999678e-02,1.074999999999999914e-02,9.224999999999999867e-02,5.274999999999999828e-02,1.050000000000000065e-02,1.575000000000000011e-02,7.067499999999999893e-01,1.274999999999999918e-02,2.025000000000000064e-02,2.750000000000000014e-02,7.499999999999999722e-03
9.525000000000000133e-02,6.250000000000000347e-03,1.017499999999999932e-01,2.599999999999999881e-02,2.100000000000000130e-02,1.700000000000000122e-02,6.049999999999999822e-02,4.557499999999999885e-01,1.457499999999999907e-01,6.300000000000000044e-02,7.749999999999999944e-03
9.274999999999999911e-02,7.499999999999999722e-03,1.029999999999999943e-01,2.624999999999999903e-02,1.849999999999999908e-02,1.524999999999999967e-02,6.475000000000000200e-02,2.662499999999999867e-01,3.454999999999999738e-01,5.500000000000000028e-02,5.250000000000000326e-03
9.375000000000000000e-02,8.999999999999999320e-03,1.072499999999999981e-01,2.525000000000000161e-02,2.574999999999999858e-02,1.650000000000000078e-02,6.224999999999999978e-02,4.449999999999999789e-02,2.500000000000000139e-02,5.807499999999999885e-01,1.000000000000000021e-02
2.500000000000000052e-04,4.470000000000000084e-01,2.699999999999999969e-02,2.749999999999999840e-03,1.250000000000000026e-03,1.225000000000000047e-02,5.000000000000000104e-04,0.000000000000000000e+00,5.000000000000000104e-04,1.000000000000000021e-03,5.074999999999999512e-01
