snr,accuracy
-20,0.33739837398373984
-18,0.35353535353535354
-16,0.3696911196911197
-14,0.3312820512820513
-12,0.3477406679764244
-10,0.288102261553589
-8,0.30448717948717946
-6,0.3382352941176471
-4,0.41412012644889357
-2,0.6178217821782178
0,0.731048805815161
2,0.7687007874015748
4,0.7786483839373164
6,0.807843137254902
8,0.7947269303201506
10,0.7844374342797056
12,0.80039331366765
14,0.7910447761194029
16,0.7886647454370798
18,0.7791706846673095
