snr,accuracy
-20,0.29363636363636364
-18,0.3259090909090909
-16,0.3422727272727273
-14,0.3759090909090909
-12,0.36363636363636365
-10,0.37772727272727274
-8,0.4177272727272727
-6,0.48318181818181816
-4,0.6263636363636363
-2,0.7463636363636363
0,0.84
2,0.8954545454545455
4,0.9022727272727272
6,0.92
8,0.9277272727272727
10,0.935
12,0.9272727272727272
14,0.9340909090909091
16,0.9309090909090909
18,0.925
