snr,accuracy
-20,0.23227272727272727
-18,0.2777272727272727
-16,0.30954545454545457
-14,0.31727272727272726
-12,0.3390909090909091
-10,0.35
-8,0.39181818181818184
-6,0.46545454545454545
-4,0.6031818181818182
-2,0.7263636363636363
0,0.815
2,0.8727272727272727
4,0.8709090909090909
6,0.8881818181818182
8,0.8913636363636364
10,0.9018181818181819
12,0.8945454545454545
14,0.8927272727272727
16,0.8909090909090909
18,0.8872727272727273
