epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.2808437645435333,0.0010000000474974513,1.6313246488571167,0.3111875057220459,1.5508943796157837
1,0.31978124380111694,0.0010000000474974513,1.447273850440979,0.32087498903274536,1.4112606048583984
2,0.3460937440395355,0.0010000000474974513,1.392911434173584,0.3765000104904175,1.2999554872512817
3,0.3993593752384186,0.0010000000474974513,1.2382606267929077,0.4023750126361847,1.1666619777679443
4,0.44423437118530273,0.0010000000474974513,1.1542203426361084,0.4635624885559082,1.1063565015792847
5,0.4707968831062317,0.0010000000474974513,1.1122450828552246,0.48131251335144043,1.0683029890060425
6,0.4982031285762787,0.0010000000474974513,1.060420036315918,0.5013750195503235,1.0325615406036377
7,0.5091406106948853,0.0010000000474974513,1.0284640789031982,0.5095624923706055,1.0130504369735718
8,0.5128594040870667,0.0010000000474974513,1.0173356533050537,0.5103750228881836,0.9996885061264038
9,0.5189062356948853,0.0010000000474974513,1.0023798942565918,0.5066249966621399,1.0119822025299072
10,0.5152812600135803,0.0010000000474974513,1.0105642080307007,0.503125011920929,1.023763656616211
11,0.5205937623977661,0.0010000000474974513,0.9931584000587463,0.5060625076293945,1.0280340909957886
12,0.5208437442779541,0.0010000000474974513,0.9916161894798279,0.5111250281333923,0.9945605993270874
13,0.5228906273841858,0.0010000000474974513,0.9874621629714966,0.5150625109672546,0.9893120527267456
14,0.5238437652587891,0.0010000000474974513,0.9859427809715271,0.5268124938011169,0.9732067584991455
15,0.5237968564033508,0.0010000000474974513,0.9842172861099243,0.515874981880188,0.996216893196106
16,0.5274531245231628,0.0010000000474974513,0.9752988815307617,0.5103750228881836,1.004578709602356
17,0.5273593664169312,0.0010000000474974513,0.9722421765327454,0.5247499942779541,0.9637603163719177
18,0.5261406302452087,0.0010000000474974513,0.9786931276321411,0.5255625247955322,0.9732601046562195
19,0.5298905968666077,0.0010000000474974513,0.9706095457077026,0.5210624933242798,0.9738085865974426
20,0.5313437581062317,0.0010000000474974513,0.9625289440155029,0.530875027179718,0.9701191186904907
21,0.5341718792915344,0.0010000000474974513,0.9625205397605896,0.5256875157356262,0.9660574197769165
22,0.5342968702316284,0.0010000000474974513,0.9538883566856384,0.5193750262260437,0.9866690635681152
23,0.537484347820282,0.0010000000474974513,0.9544336795806885,0.5351874828338623,0.9673464894294739
24,0.538406252861023,0.0010000000474974513,0.9568691849708557,0.5242499709129333,0.9713046550750732
25,0.5379218459129333,0.0010000000474974513,0.956279993057251,0.520437479019165,0.9977783560752869
26,0.5438593626022339,0.0010000000474974513,0.9509814977645874,0.5441874861717224,0.9603685140609741
27,0.5475000143051147,0.0010000000474974513,0.9477720856666565,0.5149375200271606,0.990352988243103
28,0.5413593649864197,0.0010000000474974513,0.9598389267921448,0.5465624928474426,0.9535155296325684
29,0.5530468821525574,0.0010000000474974513,0.9359114170074463,0.5416874885559082,0.9719703197479248
30,0.550406277179718,0.0010000000474974513,0.9484766721725464,0.5418750047683716,0.9606570601463318
31,0.5500937700271606,0.0010000000474974513,0.9511839151382446,0.5497499704360962,0.9480277895927429
32,0.5576719045639038,0.0010000000474974513,0.9319219589233398,0.5523124933242798,0.9457866549491882
33,0.5580624938011169,0.0010000000474974513,0.9254955649375916,0.5494375228881836,0.9473569989204407
34,0.552984356880188,0.0010000000474974513,0.9504177570343018,0.5412499904632568,0.965125560760498
35,0.5619218945503235,0.0010000000474974513,0.9290288686752319,0.5484374761581421,0.9475964903831482
36,0.5589062571525574,0.0010000000474974513,0.9289723038673401,0.5444375276565552,0.9625133872032166
37,0.5570312738418579,0.0010000000474974513,0.9363850355148315,0.5353749990463257,0.9785845875740051
38,0.5623124837875366,0.0010000000474974513,0.9202566742897034,0.5476250052452087,0.964641809463501
39,0.5634999871253967,0.0010000000474974513,0.9260362982749939,0.5516250133514404,0.9544315934181213
40,0.5644218921661377,0.0010000000474974513,0.9199092984199524,0.5458750128746033,0.9805206060409546
41,0.5720624923706055,0.0005000000237487257,0.8966929912567139,0.5525624752044678,0.94242924451828
42,0.5773593783378601,0.0005000000237487257,0.8884771466255188,0.5567499995231628,0.9359771609306335
43,0.5765156149864197,0.0005000000237487257,0.8924710154533386,0.5630000233650208,0.9327894449234009
44,0.5797187685966492,0.0005000000237487257,0.8877886533737183,0.5581250190734863,0.9439720511436462
45,0.5821093916893005,0.0005000000237487257,0.8809401988983154,0.5652499794960022,0.930919349193573
46,0.5805624723434448,0.0005000000237487257,0.8838419914245605,0.557812511920929,0.9457814693450928
47,0.581656277179718,0.0005000000237487257,0.8821223974227905,0.5634375214576721,0.9317712783813477
48,0.5830468535423279,0.0005000000237487257,0.8794940710067749,0.5658125281333923,0.9241712093353271
49,0.5827500224113464,0.0005000000237487257,0.8851758241653442,0.562125027179718,0.9357983469963074
50,0.5859843492507935,0.0005000000237487257,0.8770155310630798,0.5617499947547913,0.9346632361412048
51,0.5866093635559082,0.0005000000237487257,0.8744558691978455,0.5666249990463257,0.9306120276451111
52,0.5897656083106995,0.0005000000237487257,0.8700462579727173,0.5658749938011169,0.9323825240135193
53,0.5902656316757202,0.0005000000237487257,0.8673949241638184,0.5693125128746033,0.9490566253662109
54,0.587515652179718,0.0005000000237487257,0.8761041760444641,0.5673750042915344,0.9378663897514343
55,0.5906093716621399,0.0005000000237487257,0.8692941069602966,0.5702499747276306,0.9265047311782837
56,0.5948281288146973,0.0005000000237487257,0.8605361580848694,0.5676249861717224,0.9368531703948975
57,0.5932343602180481,0.0005000000237487257,0.8672700524330139,0.5694375038146973,0.9266337156295776
58,0.5932812690734863,0.0005000000237487257,0.8684613704681396,0.5690624713897705,0.9359689950942993
59,0.5935312509536743,0.0005000000237487257,0.8636304140090942,0.5693125128746033,0.9469895958900452
60,0.5961874723434448,0.0005000000237487257,0.8621333241462708,0.5686249732971191,0.9608144164085388
61,0.5933281183242798,0.0005000000237487257,0.8639702796936035,0.5684999823570251,0.9613032341003418
62,0.5952812433242798,0.0005000000237487257,0.8622362613677979,0.5743749737739563,0.9371488690376282
63,0.5934062600135803,0.0005000000237487257,0.8704147934913635,0.5707499980926514,0.9453423023223877
64,0.5962812304496765,0.0005000000237487257,0.8615209460258484,0.5694375038146973,0.9555355906486511
65,0.5987187623977661,0.0005000000237487257,0.8549295663833618,0.5731250047683716,0.9422222375869751
66,0.5943750143051147,0.0005000000237487257,0.8655598163604736,0.5675625205039978,0.9530436396598816
67,0.5999687314033508,0.0005000000237487257,0.860825777053833,0.570437490940094,0.9467342495918274
68,0.6017812490463257,0.0005000000237487257,0.855228841304779,0.5669375061988831,0.9796326160430908
69,0.599984347820282,0.0005000000237487257,0.8605713248252869,0.5677499771118164,0.9565628170967102
70,0.6012499928474426,0.0005000000237487257,0.8547182083129883,0.5666249990463257,0.940426230430603
71,0.605218768119812,0.0002500000118743628,0.8486961126327515,0.575124979019165,0.9305851459503174
72,0.6057656407356262,0.0002500000118743628,0.8459495902061462,0.577875018119812,0.9369319081306458
73,0.6068124771118164,0.0002500000118743628,0.8457167148590088,0.5756875276565552,0.9515316486358643
74,0.607296884059906,0.0002500000118743628,0.841641366481781,0.5774999856948853,0.9470596313476562
75,0.6069687604904175,0.0002500000118743628,0.8418207168579102,0.5753124952316284,0.937743604183197
76,0.6092343926429749,0.0002500000118743628,0.8402459025382996,0.5784375071525574,0.9440422654151917
77,0.6095937490463257,0.0002500000118743628,0.8373807668685913,0.5764374732971191,0.9466603994369507
78,0.6078125238418579,0.0002500000118743628,0.8425716757774353,0.5755000114440918,0.9412137269973755
79,0.6111406087875366,0.0002500000118743628,0.8376246690750122,0.5733749866485596,0.9584212899208069
80,0.6084374785423279,0.0002500000118743628,0.8440548777580261,0.5741875171661377,0.947370171546936
81,0.6119062304496765,0.0002500000118743628,0.834524929523468,0.5758749842643738,0.9549658298492432
82,0.6107968688011169,0.0002500000118743628,0.8352797031402588,0.5724999904632568,0.9457903504371643
83,0.6103749871253967,0.0002500000118743628,0.840143620967865,0.5739374756813049,0.9691522121429443
84,0.6111249923706055,0.0002500000118743628,0.840922474861145,0.5750625133514404,0.9673372507095337
85,0.6103125214576721,0.0001250000059371814,0.8377467393875122,0.5724375247955322,0.9845281839370728
86,0.6090468764305115,0.0001250000059371814,0.839447557926178,0.5710625052452087,0.9890466928482056
87,0.6127969026565552,0.0001250000059371814,0.8330779075622559,0.5730624794960022,0.9970647096633911
88,0.6145625114440918,0.0001250000059371814,0.8309129476547241,0.5726875066757202,0.9915371537208557
89,0.6146093606948853,0.0001250000059371814,0.8270912766456604,0.5734999775886536,0.9881380796432495
90,0.6133280992507935,0.0001250000059371814,0.8318406939506531,0.5753124952316284,0.9779859781265259
91,0.6171562671661377,0.0001250000059371814,0.823474109172821,0.5716875195503235,1.0141584873199463
